ALGORITHM;Node 1;Node 2;Seed node;Mult Weight;PRECISION;RECALL;F1;JaccardIndex
tce;352;246;327;2.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;352;246;210;2.0;0.043478260869565216;0.18181818181818182;0.07017543859649122;0.03636363636363636
tce;352;246;352;2.0;0.2619047619047619;1.0;0.41509433962264153;0.2619047619047619
tce;352;246;485;2.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;352;246;616;2.0;0.2558139534883721;1.0;0.40740740740740744;0.2558139534883721
tce;352;246;236;2.0;0.06666666666666667;0.09090909090909091;0.07692307692307691;0.04
tce;352;246;371;2.0;0.2619047619047619;1.0;0.41509433962264153;0.2619047619047619
tce;352;246;501;2.0;0.2619047619047619;1.0;0.41509433962264153;0.2619047619047619
tce;352;246;246;2.0;0.2619047619047619;1.0;0.41509433962264153;0.2619047619047619
tce;352;246;638;2.0;0.08;0.18181818181818182;0.1111111111111111;0.058823529411764705
tce;352;246;639;2.0;0.2619047619047619;1.0;0.41509433962264153;0.2619047619047619
tce;327;485;327;2.0;0.14285714285714285;0.09090909090909091;0.1111111111111111;0.058823529411764705
tce;327;485;210;2.0;0.2857142857142857;0.18181818181818182;0.2222222222222222;0.125
tce;327;485;352;2.0;0.0625;0.09090909090909091;0.07407407407407407;0.038461538461538464
tce;327;485;485;2.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;327;485;616;2.0;0.24444444444444444;1.0;0.39285714285714285;0.24444444444444444
tce;327;485;236;2.0;0.06666666666666667;0.09090909090909091;0.07692307692307691;0.04
tce;327;485;371;2.0;0.24444444444444444;1.0;0.39285714285714285;0.24444444444444444
tce;327;485;501;2.0;0.24444444444444444;1.0;0.39285714285714285;0.24444444444444444
tce;327;485;246;2.0;0.06060606060606061;0.18181818181818182;0.09090909090909091;0.047619047619047616
tce;327;485;638;2.0;0.14814814814814814;0.36363636363636365;0.21052631578947367;0.11764705882352941
tce;327;485;639;2.0;0.24444444444444444;1.0;0.39285714285714285;0.24444444444444444
tce;371;246;327;2.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;371;246;210;2.0;0.043478260869565216;0.18181818181818182;0.07017543859649122;0.03636363636363636
tce;371;246;352;2.0;0.0625;0.09090909090909091;0.07407407407407407;0.038461538461538464
tce;371;246;485;2.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;371;246;616;2.0;0.2619047619047619;1.0;0.41509433962264153;0.2619047619047619
tce;371;246;236;2.0;0.06666666666666667;0.09090909090909091;0.07692307692307691;0.04
tce;371;246;371;2.0;0.2619047619047619;1.0;0.41509433962264153;0.2619047619047619
tce;371;246;501;2.0;0.2619047619047619;1.0;0.41509433962264153;0.2619047619047619
tce;371;246;246;2.0;0.24444444444444444;1.0;0.39285714285714285;0.24444444444444444
tce;371;246;638;2.0;0.07692307692307693;0.18181818181818182;0.10810810810810811;0.05714285714285714
tce;371;246;639;2.0;0.13043478260869565;0.2727272727272727;0.1764705882352941;0.0967741935483871
tce;371;501;327;2.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;371;501;210;2.0;0.043478260869565216;0.18181818181818182;0.07017543859649122;0.03636363636363636
tce;371;501;352;2.0;0.0625;0.09090909090909091;0.07407407407407407;0.038461538461538464
tce;371;501;485;2.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;371;501;616;2.0;0.2558139534883721;1.0;0.40740740740740744;0.2558139534883721
tce;371;501;236;2.0;0.06666666666666667;0.09090909090909091;0.07692307692307691;0.04
tce;371;501;371;2.0;0.2558139534883721;1.0;0.40740740740740744;0.2558139534883721
tce;371;501;501;2.0;0.2558139534883721;1.0;0.40740740740740744;0.2558139534883721
tce;371;501;246;2.0;0.06060606060606061;0.18181818181818182;0.09090909090909091;0.047619047619047616
tce;371;501;638;2.0;0.07692307692307693;0.18181818181818182;0.10810810810810811;0.05714285714285714
tce;371;501;639;2.0;0.24444444444444444;1.0;0.39285714285714285;0.24444444444444444
tce;352;639;327;4.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;352;639;210;4.0;0.0625;0.09090909090909091;0.07407407407407407;0.038461538461538464
tce;352;639;352;4.0;0.23404255319148937;1.0;0.3793103448275862;0.23404255319148937
tce;352;639;485;4.0;0.2619047619047619;1.0;0.41509433962264153;0.2619047619047619
tce;352;639;616;4.0;0.2682926829268293;1.0;0.4230769230769231;0.2682926829268293
tce;352;639;236;4.0;0.06666666666666667;0.09090909090909091;0.07692307692307691;0.04
tce;352;639;371;4.0;0.2682926829268293;1.0;0.4230769230769231;0.2682926829268293
tce;352;639;501;4.0;0.2682926829268293;1.0;0.4230769230769231;0.2682926829268293
tce;352;639;246;4.0;0.2682926829268293;1.0;0.4230769230769231;0.2682926829268293
tce;352;639;638;4.0;0.08;0.18181818181818182;0.1111111111111111;0.058823529411764705
tce;352;639;639;4.0;0.2619047619047619;1.0;0.41509433962264153;0.2619047619047619
tce;210;485;327;6.0;0.5;0.2727272727272727;0.3529411764705882;0.21428571428571427
tce;210;485;210;6.0;0.22916666666666666;1.0;0.37288135593220334;0.22916666666666666
tce;210;485;352;6.0;0.0625;0.09090909090909091;0.07407407407407407;0.038461538461538464
tce;210;485;485;6.0;0.5;0.2727272727272727;0.3529411764705882;0.21428571428571427
tce;210;485;616;6.0;0.23404255319148937;1.0;0.3793103448275862;0.23404255319148937
tce;210;485;236;6.0;0.06666666666666667;0.09090909090909091;0.07692307692307691;0.04
tce;210;485;371;6.0;0.23404255319148937;1.0;0.3793103448275862;0.23404255319148937
tce;210;485;501;6.0;0.23404255319148937;1.0;0.3793103448275862;0.23404255319148937
tce;210;485;246;6.0;0.23404255319148937;1.0;0.3793103448275862;0.23404255319148937
tce;210;485;638;6.0;0.05714285714285714;0.18181818181818182;0.08695652173913043;0.045454545454545456
tce;210;485;639;6.0;0.5;0.2727272727272727;0.3529411764705882;0.21428571428571427
tce;327;485;327;4.0;0.125;0.09090909090909091;0.10526315789473685;0.05555555555555555
tce;327;485;210;4.0;0.42857142857142855;0.2727272727272727;0.33333333333333326;0.2
tce;327;485;352;4.0;0.0625;0.09090909090909091;0.07407407407407407;0.038461538461538464
tce;327;485;485;4.0;0.5;0.2727272727272727;0.3529411764705882;0.21428571428571427
tce;327;485;616;4.0;0.25;1.0;0.4;0.25
tce;327;485;236;4.0;0.06666666666666667;0.09090909090909091;0.07692307692307691;0.04
tce;327;485;371;4.0;0.25;1.0;0.4;0.25
tce;327;485;501;4.0;0.25;1.0;0.4;0.25
tce;327;485;246;4.0;0.06060606060606061;0.18181818181818182;0.09090909090909091;0.047619047619047616
tce;327;485;638;4.0;0.15625;0.45454545454545453;0.2325581395348837;0.13157894736842105
tce;327;485;639;4.0;0.5;0.2727272727272727;0.3529411764705882;0.21428571428571427
tce;210;485;327;4.0;0.42857142857142855;0.2727272727272727;0.33333333333333326;0.2
tce;210;485;210;4.0;0.2777777777777778;0.45454545454545453;0.3448275862068966;0.20833333333333334
tce;210;485;352;4.0;0.0625;0.09090909090909091;0.07407407407407407;0.038461538461538464
tce;210;485;485;4.0;0.42857142857142855;0.2727272727272727;0.33333333333333326;0.2
tce;210;485;616;4.0;0.23404255319148937;1.0;0.3793103448275862;0.23404255319148937
tce;210;485;236;4.0;0.06666666666666667;0.09090909090909091;0.07692307692307691;0.04
tce;210;485;371;4.0;0.23404255319148937;1.0;0.3793103448275862;0.23404255319148937
tce;210;485;501;4.0;0.23404255319148937;1.0;0.3793103448275862;0.23404255319148937
tce;210;485;246;4.0;0.06060606060606061;0.18181818181818182;0.09090909090909091;0.047619047619047616
tce;210;485;638;4.0;0.15625;0.45454545454545453;0.2325581395348837;0.13157894736842105
tce;210;485;639;4.0;0.42857142857142855;0.2727272727272727;0.33333333333333326;0.2
tce;236;501;327;4.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;236;501;210;4.0;0.043478260869565216;0.18181818181818182;0.07017543859649122;0.03636363636363636
tce;236;501;352;4.0;0.05;0.09090909090909091;0.06451612903225806;0.03333333333333333
tce;236;501;485;4.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;236;501;616;4.0;0.22916666666666666;1.0;0.37288135593220334;0.22916666666666666
tce;236;501;236;4.0;0.08333333333333333;0.18181818181818182;0.1142857142857143;0.06060606060606061
tce;236;501;371;4.0;0.3333333333333333;0.18181818181818182;0.23529411764705885;0.13333333333333333
tce;236;501;501;4.0;0.3333333333333333;0.18181818181818182;0.23529411764705885;0.13333333333333333
tce;236;501;246;4.0;0.058823529411764705;0.18181818181818182;0.08888888888888888;0.046511627906976744
tce;236;501;638;4.0;0.041666666666666664;0.09090909090909091;0.05714285714285715;0.029411764705882353
tce;236;501;639;4.0;0.2;0.2727272727272727;0.23076923076923075;0.13043478260869565
tce;352;236;327;6.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;352;236;210;6.0;0.06;0.2727272727272727;0.09836065573770492;0.05172413793103448
tce;352;236;352;6.0;0.24444444444444444;1.0;0.39285714285714285;0.24444444444444444
tce;352;236;485;6.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;352;236;616;6.0;0.24444444444444444;1.0;0.39285714285714285;0.24444444444444444
tce;352;236;236;6.0;0.08;0.18181818181818182;0.1111111111111111;0.058823529411764705
tce;352;236;371;6.0;0.1896551724137931;1.0;0.3188405797101449;0.1896551724137931
tce;352;236;501;6.0;0.08;0.18181818181818182;0.1111111111111111;0.058823529411764705
tce;352;236;246;6.0;0.24444444444444444;1.0;0.39285714285714285;0.24444444444444444
tce;352;236;638;6.0;0.08;0.18181818181818182;0.1111111111111111;0.058823529411764705
tce;352;236;639;6.0;0.24444444444444444;1.0;0.39285714285714285;0.24444444444444444
tce;371;246;327;6.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;371;246;210;6.0;0.10526315789473684;0.18181818181818182;0.13333333333333333;0.07142857142857142
tce;371;246;352;6.0;0.25;1.0;0.4;0.25
tce;371;246;485;6.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;371;246;616;6.0;0.25;1.0;0.4;0.25
tce;371;246;236;6.0;0.06666666666666667;0.09090909090909091;0.07692307692307691;0.04
tce;371;246;371;6.0;0.25;1.0;0.4;0.25
tce;371;246;501;6.0;0.25;1.0;0.4;0.25
tce;371;246;246;6.0;0.25;1.0;0.4;0.25
tce;371;246;638;6.0;0.16666666666666666;0.18181818181818182;0.17391304347826086;0.09523809523809523
tce;371;246;639;6.0;0.13043478260869565;0.2727272727272727;0.1764705882352941;0.0967741935483871
tce;236;501;327;2.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;236;501;210;2.0;0.043478260869565216;0.18181818181818182;0.07017543859649122;0.03636363636363636
tce;236;501;352;2.0;0.0625;0.09090909090909091;0.07407407407407407;0.038461538461538464
tce;236;501;485;2.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;236;501;616;2.0;0.24444444444444444;1.0;0.39285714285714285;0.24444444444444444
tce;236;501;236;2.0;0.08695652173913043;0.18181818181818182;0.1176470588235294;0.0625
tce;236;501;371;2.0;0.3333333333333333;0.18181818181818182;0.23529411764705885;0.13333333333333333
tce;236;501;501;2.0;0.3333333333333333;0.18181818181818182;0.23529411764705885;0.13333333333333333
tce;236;501;246;2.0;0.06060606060606061;0.18181818181818182;0.09090909090909091;0.047619047619047616
tce;236;501;638;2.0;0.08;0.18181818181818182;0.1111111111111111;0.058823529411764705
tce;236;501;639;2.0;0.13043478260869565;0.2727272727272727;0.1764705882352941;0.0967741935483871
tce;616;246;327;2.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;616;246;210;2.0;0.043478260869565216;0.18181818181818182;0.07017543859649122;0.03636363636363636
tce;616;246;352;2.0;0.0625;0.09090909090909091;0.07407407407407407;0.038461538461538464
tce;616;246;485;2.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;616;246;616;2.0;0.2558139534883721;1.0;0.40740740740740744;0.2558139534883721
tce;616;246;236;2.0;0.06666666666666667;0.09090909090909091;0.07692307692307691;0.04
tce;616;246;371;2.0;0.2619047619047619;1.0;0.41509433962264153;0.2619047619047619
tce;616;246;501;2.0;0.2619047619047619;1.0;0.41509433962264153;0.2619047619047619
tce;616;246;246;2.0;0.05555555555555555;0.18181818181818182;0.0851063829787234;0.044444444444444446
tce;616;246;638;2.0;0.08;0.18181818181818182;0.1111111111111111;0.058823529411764705
tce;616;246;639;2.0;0.13043478260869565;0.2727272727272727;0.1764705882352941;0.0967741935483871
tce;236;501;327;6.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;236;501;210;6.0;0.06;0.2727272727272727;0.09836065573770492;0.05172413793103448
tce;236;501;352;6.0;0.08;0.18181818181818182;0.1111111111111111;0.058823529411764705
tce;236;501;485;6.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;236;501;616;6.0;0.25;0.45454545454545453;0.3225806451612903;0.19230769230769232
tce;236;501;236;6.0;0.08695652173913043;0.18181818181818182;0.1176470588235294;0.0625
tce;236;501;371;6.0;0.3333333333333333;0.18181818181818182;0.23529411764705885;0.13333333333333333
tce;236;501;501;6.0;0.3333333333333333;0.18181818181818182;0.23529411764705885;0.13333333333333333
tce;236;501;246;6.0;0.23404255319148937;1.0;0.3793103448275862;0.23404255319148937
tce;236;501;638;6.0;0.041666666666666664;0.09090909090909091;0.05714285714285715;0.029411764705882353
tce;236;501;639;6.0;0.2;0.2727272727272727;0.23076923076923075;0.13043478260869565
tce;352;236;327;4.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;352;236;210;4.0;0.043478260869565216;0.18181818181818182;0.07017543859649122;0.03636363636363636
tce;352;236;352;4.0;0.24444444444444444;1.0;0.39285714285714285;0.24444444444444444
tce;352;236;485;4.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;352;236;616;4.0;0.24444444444444444;1.0;0.39285714285714285;0.24444444444444444
tce;352;236;236;4.0;0.07407407407407407;0.18181818181818182;0.10526315789473684;0.05555555555555555
tce;352;236;371;4.0;0.16666666666666666;0.45454545454545453;0.2439024390243902;0.1388888888888889
tce;352;236;501;4.0;0.12903225806451613;0.36363636363636365;0.19047619047619047;0.10526315789473684
tce;352;236;246;4.0;0.24444444444444444;1.0;0.39285714285714285;0.24444444444444444
tce;352;236;638;4.0;0.08;0.18181818181818182;0.1111111111111111;0.058823529411764705
tce;352;236;639;4.0;0.24444444444444444;1.0;0.39285714285714285;0.24444444444444444
tce;501;246;327;4.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;501;246;210;4.0;0.043478260869565216;0.18181818181818182;0.07017543859649122;0.03636363636363636
tce;501;246;352;4.0;0.24444444444444444;1.0;0.39285714285714285;0.24444444444444444
tce;501;246;485;4.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;501;246;616;4.0;0.24444444444444444;1.0;0.39285714285714285;0.24444444444444444
tce;501;246;236;4.0;0.06666666666666667;0.09090909090909091;0.07692307692307691;0.04
tce;501;246;371;4.0;0.375;0.2727272727272727;0.3157894736842105;0.1875
tce;501;246;501;4.0;0.375;0.2727272727272727;0.3157894736842105;0.1875
tce;501;246;246;4.0;0.24444444444444444;1.0;0.39285714285714285;0.24444444444444444
tce;501;246;638;4.0;0.041666666666666664;0.09090909090909091;0.05714285714285715;0.029411764705882353
tce;501;246;639;4.0;0.125;0.2727272727272727;0.17142857142857143;0.09375
tce;501;246;327;6.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;501;246;210;6.0;0.10526315789473684;0.18181818181818182;0.13333333333333333;0.07142857142857142
tce;501;246;352;6.0;0.24444444444444444;1.0;0.39285714285714285;0.24444444444444444
tce;501;246;485;6.0;0.4;0.18181818181818182;0.25000000000000006;0.14285714285714285
tce;501;246;616;6.0;0.24444444444444444;1.0;0.39285714285714285;0.24444444444444444
tce;501;246;236;6.0;0.375;0.2727272727272727;0.3157894736842105;0.1875
